,title,item_id,recommend_int
48645,Major\Minor,417990,1
48648,Major\Minor,417990,0
48665,Atlas Reactor,402570,1
48667,Rocksmith® 2014 Edition - Remastered,221680,1
48675,Rocksmith® 2014 Edition - Remastered,221680,0
48691,Galactic Storm,521990,1
48693,True or False,521340,1
48695,Diaries of a Spaceport Janitor,436500,1
48700,Mad Games Tycoon,341000,1
48716,What The Box?,527340,1
48718,TOXIKK™,324810,1
48739,STEINS;GATE,412830,1
48740,Project Highrise,423580,1
48742,How to Survive 2,360170,1
48745,Unbox: Newbie's Adventure,512300,1
48748,Space Hole,477310,1
48749,Tadpole Treble,354400,1
48752,The Curious Expedition,358130,1
48757,Of Kings And Men,430440,1
48762,N++ (NPLUSPLUS),230270,1
48763,Master of Orion,298050,1
48765,Super Switch,521430,1
48766,You Have 10 Seconds 2,521570,1
48772,Fernbus Simulator,427100,1
48773,Picross Touch,476460,1
48781,Ultimate Arena,385240,1
48782,Duelyst,291410,0
48783,Duelyst,291410,1
48794,Sparky's Hunt,514520,1
48795,No Man's Sky,275850,0
48805,No Man's Sky,275850,1
49037,8-Bit Hordes,497850,1
49049,The God's Chain,504490,1
49050,My Butler,494470,1
49051,Dungeon Fighter Online,495910,1
49056,Dark Parables: The Exiled Prince Collector's Edition,499100,1
49058,Random Access Murder,438790,1
49060,You Have 10 Seconds,510050,1
49062,ABZU,384190,1
49082,This Is the Police,443810,1
49091,Overcooked,448510,1
49099,Ragnarok Clicker,493370,0
49111,MANDAGON,461560,1
49126,Batman - The Telltale Series,498240,1
49133,Quadrilateral Cowboy,240440,1
49136,Polarity,315430,1
49143,Polarity,315430,0
49184,Puppy Dog: Jigsaw Puzzles,500590,1
49185,DubWars,290000,1
49188,Poly Bridge,367450,1
49194,NECROPOLIS: BRUTAL EDITION,384490,1
49200,Red Trigger,491130,1
49204,Riders of Icarus,442080,1
49209,Riders of Icarus,442080,0
49252,Megadimension Neptunia VII,460120,1
49254,Take Thy Throne,491260,1
49260,Hero Zero,482920,1
49267,Umbrella Corps™/Biohazard Umbrella Corps™,390340,1
49268,Ortus Regni,472060,1
49271,Freebie,487220,1
49273,Transmissions: Element 120,365300,1
49294,Polandball: Can into Space!,441050,1
49306,Welcome to the Game,485380,1
49314,Unforgiving Trials: The Darkest Crusade,489220,0
49317,Memory Oblivion Box,473460,1
49320,Roguelands,364420,0
49321,Roguelands,364420,1
49348,Zombie Party,384500,1
49352,Legends of Callasia,438920,1
49353,The Hat Man: Shadow Ward,291010,0
49354,The Hat Man: Shadow Ward,291010,1
49362,WildStar,376570,1
49365,WildStar,376570,0
49380,Crea,280520,1
49384,Gloria Victis,327070,1
49405,Emporea: Realms of War and Magic,416450,0
49410,GlassWire,355000,1
49411,Insanity Clicker,393530,1
49425,Hearts of Iron IV,394360,0
49426,Hearts of Iron IV,394360,1
49447,Ember Kaboom,451000,1
49449,Brigador: Up-Armored Edition,274500,1
49451,Neon Space ULTRA,463550,1
49453,SENRAN KAGURA SHINOVI VERSUS,411830,1
49454,SENRAN KAGURA SHINOVI VERSUS,411830,0
49455,Runeous: Part One,485800,1
49458,TurnOn,428220,1
49462,Dead Island Definitive Edition,383150,1
49463,Dead Island Definitive Edition,383150,0
49464,Dead Island: Riptide Definitive Edition,383180,0
49465,Cuties,479260,1
49469,Blind Trust,468560,0
49470,Blind Trust,468560,1
49478,Ember Strike,374670,1
49482,Chronicle: RuneScape Legends,205890,1
49485,Excubitor,357030,0
49487,FPV Air Tracks,461680,1
49495,FleetCOMM,367340,0
49498,Total War: WARHAMMER,364360,1
49503,Total War: WARHAMMER,364360,0
49560,Shoppe Keep,381120,1
49584,Melody's Escape,270210,1
49592,One Troll Army,438680,1
49593,One Troll Army,438680,0
49601,Princess Edge - Dragonstone,444190,1
49603,The Abbey of Crime Extensum,474030,0
49605,DOOM,379720,1
49644,DOOM,379720,0
49670,Who's Your Daddy,427730,1
49727,Istrolid,449140,1
49742,Unfortunate Spacemen,408900,1
49745,Stellaris,281990,0
49746,Stellaris,281990,1
49777,BattleStick,394380,0
49778,BattleStick,394380,1
49792,Flesh Eaters,383580,1
49807,Worm.is: The Game,466910,0
49808,Worm.is: The Game,466910,1
49815,Pro Gamer Manager,408740,0
49819,Left Alone,417750,1
49822,30 IMPOSSIBLE LEVELS,459910,0
49828,March of the Living,458000,1
49831,Bloons TD Battles,444640,0
49832,Bloons TD Battles,444640,1
49843,Don't Starve Together,322330,1
49919,Don't Starve Together,322330,0
50218,Battlefleet Gothic: Armada,363680,1
50219,The SKIES,337950,0
50221,The SKIES,337950,1
50239,Danganronpa 2: Goodbye Despair,413420,1
50240,The Black Death,412450,0
50248,IS Defense,448370,1
50254,Phantasmal: Survival Horror Roguelike,342550,1
50256,Last Hope - Tower Defense,434020,1
50259,DARK SOULS™ III,374320,1
50260,DARK SOULS™ III,374320,0
50309,Tower Unite,394690,1
50375,MXGP2 - The Official Motocross Videogame,400800,1
50381,Age of Conquest IV,314970,1
50384,Project Starship,454890,1
50396,Enter the Gungeon,311690,1
50400,Enter the Gungeon,311690,0
50414,HunieCam Studio,426000,0
50415,HunieCam Studio,426000,1
50420,CHKN,420930,1
50424,Moustache Mountain,457520,1
50427,[the Sequence],454320,1
50428,Bunker Punks,446120,1
50431,Adorables,366760,1
50435,FORCED SHOWDOWN,265000,1
50439,Angry Video Game Nerd II: ASSimilation,409660,1
50442,STAR WARS™: Rogue Squadron 3D,455910,1
50444,The Deer,400240,1
50446,Slain: Back from Hell,369070,0
50450,A Lenda do Herói - O Herói desta Canção,389170,1
50462,Wolcen: Lords of Mayhem,424370,1
50467,"Don't Die Dateless, Dummy!",455490,1
50470,Day of the Tentacle Remastered,388210,1
50471,Hyperdimension Neptunia U: Action Unleashed,387340,1
50477,Square's Route,448530,1
50478,World's Fastest Pizza,396260,1
50484,Lost Lands: Mahjong,435030,1
50490,Season of 12 Colors,370280,1
50496,Out There Somewhere,263980,1
50520,There's Poop In My Soup,449540,1
50524,Moon Hunters,320040,1
50530,WWE 2K16,385730,1
50531,WWE 2K16,385730,0
50538,Ultimate Chicken Horse,386940,1
50550,Chicken Invaders 2,449550,1
50553,The Bottom of the Well,449020,1
50555,! That Bastard Is Trying To Steal Our Gold !,449940,0
50559,On My Own,351730,0
50564,LiEat,373770,1
50574,UnReal World,351700,1
50578,Stardew Valley,413150,1
50857,Far Cry® Primal,371660,1
50861,Far Cry® Primal,371660,0
50875,STAR WARS™ Galactic Battlegrounds Saga,356500,1
50876,STAR WARS™ Galactic Battlegrounds Saga,356500,0
50879,Bus Simulator 16,324310,1
50881,Woodle Tree Adventures,299460,1
50884,Woodle Tree Adventures,299460,0
50920,Rock Paper Scissors Champion,449050,1
50923,Settled,445750,1
50925,Grim Dawn,219990,1
50985,Bierzerkers,348460,1
50986,Bierzerkers,348460,0
50991,Factorio,427520,1
51151,The Walking Dead: Michonne - A Telltale Miniseries,429570,1
51152,The Walking Dead: Michonne - A Telltale Miniseries,429570,0
51155,Gnomoria,224500,1
51157,Gnomoria,224500,0
51179,Obliteracers,368740,1
51185,Devil Daggers,422970,1
51197,Governor of Poker 3,436150,1
51205,The Quest,428880,1
51208,Kindred Spirits on the Roof,402620,1
51209,Victory: The Age of Racing,264120,0
51210,Victory: The Age of Racing,264120,1
51229,SHOWTIME 2073,411080,1
51231,American Truck Simulator,270880,1
51257,The Chosen RPG,434420,1
51261,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,349040,1
51279,Firewatch,383870,1
51287,Firewatch,383870,0
51359,Pesadelo - Regressão,378930,0
51362,Mystic Destinies: Serendipity of Aeons,431510,1
51366,XCOM® 2,268500,1
51385,XCOM® 2,268500,0
51404,Cobalt,357340,1
51413,Rusty Lake Hotel,435120,1
51415,Golf With Your Friends,431240,1
51426,Golf With Your Friends,431240,0
51479,CALENDULA,427810,1
51480,Iron Snout,424280,1
51493,Iron Snout,424280,0
51549,Aozora Meikyuu,427980,0
51551,Surfingers,438080,1
51554,Hounds : The Last Hope,366160,0
51557,The Lost Mythologies,372540,1
51559,Plantera,421040,1
51565,Rabi-Ribi,400910,1
51573,Crashlands,391730,1
51589,Move or Die,323850,1
51597,Naval Action,311310,1
51611,Hard Room,431560,1
51613,Bit Blaster XL,433950,1
51628,Pythagoria,434620,1
51630,Starward Rogue,410820,1
51634,Buried: An Interactive Story,434370,1
51636,O3DX,363270,0
51639,Rivalry,431770,1
51644,Garbage Day,368860,1
51647,Cyber Team Manager,415080,0
51652,GASP,412400,1
51653,GASP,412400,0
51664,Resident Evil 0 / biohazard 0 HD REMASTER,339340,1
51666,Darkest Dungeon®,262060,1
51671,Darkest Dungeon®,262060,0
51774,Protoshift,398070,1
51776,Sepia Tears,429300,1
51784,sZone-Online,316390,0
51786,sZone-Online,316390,1
51812,Princess Remedy in a World of Hurt,407900,1
51821,Pony Island,405640,1
51826,Pony Island,405640,0
51828,"Linea, the Game",428900,1
51831,Contract,409170,1
51833,Sora,390730,1
51835,Red Crucible®: Firestorm,298240,1
51842,Red Crucible®: Firestorm,298240,0
51935,Dragon Saga,381990,1
51941,Heaven Island - VR MMO,400250,1
51950,Commander Cool 2,356070,1
51958,Wick,418300,1
51964,Gunslingers,416670,0
51967,SimplePlanes,397340,1
51999,Turok,405820,1
52001,Total Annihilation,298030,1
52005,Aviary Attorney,384630,1
52015,Drift Streets Japan,412880,1
52016,Drift Streets Japan,412880,0
52081,UnderRail,250520,1
52087,Pay2Win: The Tricks Exposed,416760,1
52092,VEGA Conflict,339600,0
52098,Squad,393380,1
52112,Squad,393380,0
52206,Pyramid Raid,386510,0
52209,Metal War Online: Retribution,412470,1
52214,Battle Chess: Game of Kings™,200150,1
52216,Devilian,407510,1
52224,PewDiePie: Legend of the Brofist,390520,1
52230,LIGHTNING RETURNS™: FINAL FANTASY® XIII,345350,1
52232,LIGHTNING RETURNS™: FINAL FANTASY® XIII,345350,0
52234,Raiden Legacy - Steam Edition,407600,1
52235,The Mean Greens - Plastic Warfare,360940,0
52236,The Mean Greens - Plastic Warfare,360940,1
52247,Ben and Ed,395200,1
52248,Ben and Ed,395200,0
52253,Nuclear Throne,242680,1
52281,Nuclear Throne,242680,0
52367,HELLDIVERS™,394510,1
52371,Nyan Cat: Lost In Space,415420,1
52385,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",409160,1
52394,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",409160,0
52425,Pendragon Rising,423320,1
52427,Community College Hero: Trial by Fire,423120,1
52429,Steel Rain,387240,1
52433,Tom Clancy's Rainbow Six® Siege,359550,1
52434,Tom Clancy's Rainbow Six® Siege,359550,0
52508,Adventure Time: Finn and Jake Investigations,369300,1
52509,The Isle,376210,1
52527,Sphere III: Enchanted World,397040,1
52531,Into The War,346370,1
52533,Carpe Diem,423880,1
52599,Might &amp; Magic Heroes Online,336520,0
52623,CLANNAD,324160,1
52625,The Deed,420740,1
52627,Days Under Custody,412730,0
52629,Idle Civilization,418910,1
52634,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,403700,1
52635,A Study in Steampunk: Choice by Gaslight,421630,1
52637,Emily is Away,417860,0
52638,Emily is Away,417860,1
53497,Thea: The Awakening,378720,1
53500,Hard West,307670,1
53508,Assassin's Creed® Syndicate,368500,1
53510,Assassin's Creed® Syndicate,368500,0
53514,Highschool Romance,398100,1
53518,Back to Dinosaur Island,412940,1
53521,Steel Ocean,390670,1
53523,Steel Ocean,390670,0
53545,Mushihimesama,377860,1
53546,Impossible Creatures Steam Edition,324680,1
53547,Genesis Online,409510,0
53549,Turbo Pug,418070,1
53571,Written in the Sky,416130,1
53575,Fallout 4,377160,1
53599,Fallout 4,377160,0
53787,Draw a Stickman: EPIC 2,403180,1
53790,Liftoff,410340,1
53792,Liftoff,410340,0
53805,Mini Metro,287980,1
53856,Diabolical,416640,1
53862,Clandestine,290530,1
53864,Age of Empires II HD: The African Kingdoms,355950,1
53865,Darksiders II Deathinitive Edition,388410,1
53866,Darksiders II Deathinitive Edition,388410,0
53871,Air Brawl,375600,1
53881,Shmadow,397570,1
53883,Life is Hard,414080,1
53888,Fallout: A Post Nuclear Role Playing Game,38400,1
53892,Sonic Lost World,329440,0
53893,Sonic Lost World,329440,1
53896,Cibele,408120,0
53898,Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,353270,1
53910,Electric Highways,412140,1
53913,Pathologic Classic HD,384110,1
53917,The Legend of Heroes: Trails in the Sky SC,251290,1
53918,Zombie Exodus,411570,1
53920,ALPAGES : THE FIVE BOOKS,403860,1
53923,Warhammer: End Times - Vermintide,235540,1
53931,Warhammer: End Times - Vermintide,235540,0
53959,RPG Maker MV,363890,1
53963,200% Mixed Juice!,335190,1
53966,KINGDOMS,409590,1
53972,Mugen Souls,389870,1
53973,Mugen Souls,389870,0
53978,Chaos Reborn,319050,1
53984,Murder,404080,0
53986,Wurm Unlimited,366220,1
53992,Rebel Galaxy,290300,1
54002,Timber and Stone,408990,1
54005,The Coma: Cutting Class,402630,1
54007,Ampersand,410210,0
54008,Ampersand,410210,1
54015,Garfield Kart,362930,1
54016,Refunct,406150,1
54037,Human Resource Machine,375820,1
54045,Planetbase,403190,1
54048,Planetbase,403190,0
54060,Crusaders of the Lost Idols,402840,1
54066,Minecraft: Story Mode - A Telltale Games Series,376870,1
54073,Minecraft: Story Mode - A Telltale Games Series,376870,0
54083,Deus Ex: Revision,397550,1
54089,Secret Ponchos,265750,1
54095,The Age of Decadence,230070,1
54099,Legend of Mysteria RPG,407230,1
54103,Paint the Town Red,337320,1
54145,Beyond Sol,348490,1
54148,Soccer Manager 2016,407120,1
54152,WRC 5 FIA World Rally Championship,354160,1
54153,2064: Read Only Memories,330820,1
54155,Korwin The Game,375030,1
54157,Angels Fall First,367270,1
54160,Stigmat,403570,0
54161,Stigmat,403570,1
54164,The Beginner's Guide,303210,1
54189,The Beginner's Guide,303210,0
54258,Pixel Galaxy,370480,1
54260,SAMURAI WARRIORS 4-II,348470,1
54262,NBA 2K16,370240,1
54263,NBA 2K16,370240,0
54274,Grand Ages: Medieval,310470,1
54276,Uncraft World,339910,1
54279,Golden Rush,385890,1
54285,Missing Translation,395520,1
54290,Missing Translation,395520,0
54309,Else Heart.Break(),400110,1
54312,FINAL FANTASY V,382890,1
54313,Blood Bowl 2,236690,1
54317,SC2VN - The eSports Visual Novel,404480,1
54347,My Paper Boat,381850,1
54350,Timberman,398710,1
54362,Invasion,397980,1
54364,Simply Chess,312280,1
54392,Destiny Warriors RPG,399790,1
54393,Destiny Warriors RPG,399790,0
54401,The Juicer,400790,1
54403,Frozen Free Fall: Snowball Fight,357480,1
54405,Frozen Free Fall: Snowball Fight,357480,0
54423,Cross of the Dutchman,384000,1
54426,fault - milestone two side:above,344770,1
54428,"Warhammer 40,000: Regicide",322910,0
54429,"Warhammer 40,000: Regicide",322910,1
54437,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,359050,1
54440,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,359050,0
54515,Act of Aggression - Reboot Edition,318020,0
54516,Get Rich or Die Gaming,395910,1
54517,Burgers,385830,0
54521,Hyperspace Invaders II: Pixel Edition,397690,1
54523,Rampage Knights,314410,1
54535,Armello,290340,1
54555,Stray Cat Crossing,385330,1
54559,Labyronia RPG 2,397500,1
54563,Immortal Defense,298360,1
54566,Tinboy,399430,0
54568,Iggy's Egg Adventure,366040,1
54571,Let the Cat in,369400,1
54572,Let the Cat in,369400,0
54583,Satellite Reign,268870,1
54586,Port of Call,356520,1
54587,Port of Call,356520,0
54590,Clown House (Palyaço Evi),387970,1
54591,Clown House (Palyaço Evi),387970,0
54599,Grandia® II Anniversary Edition,330390,1
54600,Pretty Girls Mahjong Solitaire,393980,1
54601,Party Hard,356570,1
54613,WARMODE,391460,0
54615,WARMODE,391460,1
54700,Shadowrun: Hong Kong - Extended Edition,346940,1
54704,The Flock,290490,1
54706,Burning Man: Beyond Black Rock,393970,1
54707,Beach Bounce,352010,0
54710,Dream Of Mirror Online,335820,1
54714,RPG MO,372800,1
54726,Fingered,384360,1
54728,UBERMOSH,357070,1
54732,Dream,229580,0
54733,Dream,229580,1
54748,Cosmonautica,320340,0
54752,Cursed Sight,360550,1
54753,Adam's Venture Chronicles,362410,0
54755,Fingerbones,391270,1
54756,Fingerbones,391270,0
54767,Stellar 2D,391070,0
54770,Stick 'Em Up 2: Paper Adventures,282780,1
54773,Spooky's Jump Scare Mansion,356670,1
54782,Spooky's Jump Scare Mansion,356670,0
54857,Absolute Drift,320140,1
54882,Mitos.is: The Game,389570,1
54883,Mitos.is: The Game,389570,0
54920,Magic Duels,316010,1
54924,Magic Duels,316010,0
54972,King's Quest,345390,1
54977,Funk of Titans,383750,1
54980,Transcendence,364510,1
54983,SUPER DISTRO,364690,0
54989,Blues and Bullets,378660,1
54990,Borderless Gaming,388080,1
54992,Way of the Samurai 4,312780,1
55000,Zenzizenzic,327500,1
55002,Time Clickers,385770,1
55070,Executive Assault,331500,1
55086,Rake,386880,1
55098,Fighties,362810,1
55100,Guild of Dungeoneering,317820,1
55102,Jet Racing Extreme,385270,0
55108,Steve Chong Finds Out That Suicide is a Bad Idea,382780,1
55109,Amygdala,369060,1
55112,TeraBlaster,384150,1
55121,Contradiction - Spot The Liar!,373390,1
55130,Scraps: Modular Vehicle Combat,350150,0
55133,Cricket Captain 2015,351050,0
55134,Cricket Captain 2015,351050,1
55137,The Magic Circle,323380,1
55147,Trove,304050,1
55150,Trove,304050,0
56065,Traverser,327520,1
56068,Battle for Blood - Epic battles within 30 seconds!,384980,1
56072,Quiplash,351510,1
56075,RONIN,274230,0
56077,RONIN,274230,1
56081,Vector Thrust,242130,0
56082,Vector Thrust,242130,1
56087,NotGTAV,369580,1
56090,NotGTAV,369580,0
56105,Subspace Continuum,352700,1
56109,Vapour,345440,1
56115,Infinifactory,300570,1
56121,Yargis - Space Melee,369040,0
56127,The Sandbox,265810,0
56128,The Sandbox,265810,1
56139,Kings of Kung Fu,316930,1
56141,Portal Stories: Mel,317400,1
56210,Batman™: Arkham Knight,208650,0
56214,Batman™: Arkham Knight,208650,1
56334,Cheats 4 Hire,374450,0
56335,SpaceCorn,380580,0
56338,Super Chibi Knight,283080,1
56339,Super Chibi Knight,283080,0
56346,Interstellar Rift,363360,1
56350,Devil May Cry® 4 Special Edition,329050,1
56351,Galagan's Island: Reprymian Rising,378850,1
56355,Eternal Senia,351640,1
56407,Kholat,343710,1
56409,Out of Reach,327090,1
56423,Seduce Me the Otome,367120,1
56431,12 Labours of Hercules II: The Cretan Bull,360640,1
56433,12 Labours of Hercules II: The Cretan Bull,360640,0
56437,16bit Trader,375460,0
56443,Bitweb,375220,0
56444,Bitweb,375220,1
56447,Audition Online,349720,0
56450,New kind of adventure,375510,0
56454,New kind of adventure,375510,1
56482,Dirty Bomb®,333930,1
56484,Dirty Bomb®,333930,0
56794,Tokyo Hosto,349650,0
56795,You Are Not The Hero,268970,1
56799,Pixel Dungeon,365900,0
56803,Rebuild 3: Gangs of Deadsville,257170,1
56809,The Fruit of Grisaia,345610,1
56813,Forge Quest,249950,1
56825,Gaokao.Love.100Days,347620,1
56833,Avenging Angel,367240,0
56837,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,351710,1
56838,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,351710,0
56845,The Next Penelope,332250,1
56848,Kung Fury,374570,1
56891,Kung Fury,374570,0
56913,Shark Attack Deathmatch 2,330580,1
56919,Star Horizon,352960,1
56921,Locoland,352130,1
56923,Airport Madness: World Edition,369290,1
56924,Magicka 2,238370,1
56925,Magicka 2,238370,0
56934,Audiosurf 2,235800,1
56948,Pixel Star,367300,1
56950,LOOP: A Tranquil Puzzle Game,370150,1
56952,Zombie Zoeds,366890,0
56956,Dev Guy,351800,1
56974,Making History: The Calm and the Storm Gold Edition,371190,1
56976,Regency Solitaire,351090,1
56977,Love at First Sight,353330,1
56978,S.K.I.L.L. - Special Force 2 (Shooter),286940,1
56983,Castaway Paradise - Town Building Sim,304950,1
56988,CrossCode,368340,1
56998,Grey Cubes,371500,1
57001,Higurashi When They Cry Hou - Ch.1 Onikakushi,310360,1
57002,Lootfest,367030,0
57005,NOT A HERO,274270,1
57011,"Invisible, Inc.",243970,1
57020,Despair,368990,1
57021,Despair,368990,0
57029,Quintet,340350,0
57030,Quintet,340350,1
57038,Lemma,300340,1
57041,Ruzh Delta Z,370190,1
57044,Rustbucket Rumble,351140,0
57048,Controller Companion,367670,1
57051,Wolfenstein: The Old Blood,350080,1
57053,Wolfenstein: The Old Blood,350080,0
57058,Black Mesa,362890,1
57062,Black Mesa,362890,0
57146,ROCKETSROCKETSROCKETS,289760,1
57171,GemCraft - Chasing Shadows,296490,1
57180,Block N Load,299360,1
57183,Block N Load,299360,0
57332,Canabalt,358960,1
57334,METAL SLUG DEFENSE,356310,0
57336,Software Inc.,362620,1
57344,Time Ramesside (A New Reckoning),290650,0
57349,Chroma Squad,251130,1
57352,Basement,340150,1
57360,Narcissu 1st &amp; 2nd,264380,1
57374,Kerbal Space Program,220200,1
57469,Kerbal Space Program,220200,0
57628,Cosmochoria,293240,1
57636,Shadowrun Chronicles - Boston Lockdown,267750,1
57639,Verdun,242860,0
57640,Verdun,242860,1
57939,Angry Video Game Nerd: The Movie,357380,1
57940,STAR WARS™: TIE Fighter Special Edition,355250,1
57941,STAR WARS™ - X-Wing Special Edition,354430,1
57943,Shantae and the Pirate's Curse,345820,1
57951,Assassin’s Creed® Chronicles: China,354380,1
57953,Assassin’s Creed® Chronicles: China,354380,0
57957,404Sight,361630,1
57967,Survival: Postapocalypse Now,351290,1
57968,Survival: Postapocalypse Now,351290,0
58033,Grand Theft Auto V,271590,1
58037,Grand Theft Auto V,271590,0
58617,Mortal Kombat X,307780,1
58618,Mortal Kombat X,307780,0
58658,Escape Machines,363490,1
58659,Escape Machines,363490,0
58670,Grave Prosperity: Redux- part 1,363480,1
58673,Freshman Year,364450,1
58674,Freshman Year,364450,0
58675,I am Bread,327890,1
58688,I am Bread,327890,0
58747,Primal Carnage: Extinction,321360,1
58752,Primal Carnage: Extinction,321360,0
58767,Space Beast Terror Fright,357330,1
58770,Mortal Kombat: Legacy,361700,1
58771,The Mystery of the Druids,343000,1
58772,VoidExpanse,324260,1
58777,Titan Souls,297130,1
58792,theHunter: Primal,322920,1
58795,theHunter: Primal,322920,0
58837,Motivational Growth,359410,1
58838,Pillars of Eternity,291650,0
58839,Pillars of Eternity,291650,1
58844,"Please, Don’t Touch Anything",354240,1
58852,Voices from the Sea,348620,1
58880,Doom &amp; Destiny,318130,1
58882,Orbit HD,356380,1
58886,"It came from space, and ate our brains",342620,1
58890,Dead Sea,350220,1
58896,Dyscourse,234920,1
58904,Immune - True Survival,348670,1
58909,Karate Master 2 Knock Down Blow,347670,0
58913,The Elder Scrolls® Online: Tamriel Unlimited™,306130,0
58914,The Elder Scrolls® Online: Tamriel Unlimited™,306130,1
58973,Chicken Invaders 5,353090,1
58976,Zombie Kill of the Week - Reborn,342300,1
58978,Hektor,334070,1
58981,Assassin’s Creed® Rogue,311560,1
58997,Cities: Skylines,255710,1
58999,Cities: Skylines,255710,0
59131,Hotline Miami 2: Wrong Number,274170,1
59132,Hotline Miami 2: Wrong Number,274170,0
59171,Ori and the Blind Forest,261570,1
59204,PAYDAY: The Web Series,354500,1
59209,ShellShock Live,326460,1
59213,ShellShock Live,326460,0
59257,Grapple,268320,1
59258,Shelter 2 Soundtrack,349740,1
59261,Tormentum - Dark Sorrow,335000,1
59264,Invisible Apartment,351790,0
59265,Invisible Apartment,351790,1
59273,Pregnancy,351900,1
59277,Navy Field 2 : Conqueror of the Ocean,338540,1
59289,Savage Lands,307880,1
59294,Savage Lands,307880,0
59339,Plug &amp; Play,353560,1
59343,Plug &amp; Play,353560,0
59372,Zombie Army Trilogy,301640,1
59374,Zombie Army Trilogy,301640,0
59384,Five Nights at Freddy's 3,354140,1
59394,Five Nights at Freddy's 3,354140,0
59465,Runestone Keeper,339400,1
59469,The Deer God,328940,1
59471,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,222440,1
59472,how do you Do It?,353360,1
59494,Republique,317100,1
59497,Greyfox RPG,341310,1
59500,Disney•Pixar Cars,331160,1
59502,There Came an Echo,319740,1
59506,Tales Runner,328060,0
59507,Tales Runner,328060,1
59516,Camera Obscura,341500,0
59520,Robot Roller-Derby Disco Dodgeball,270450,1
59550,Medieval Engineers,333950,1
59555,Medieval Engineers,333950,0
59615,Reassembly,329130,1
59630,Killing Floor: Uncovered,351570,1
59635,Killing Floor: Uncovered,351570,0
59638,Decay: The Mare,323720,1
59640,The Escapists,298630,1
59676,The Escapists,298630,0
59895,David.,346180,1
59897,Total War: ATTILA,325610,1
59904,Total War: ATTILA,325610,0
59910,Evolve Stage 2,273350,1
59920,Evolve Stage 2,273350,0
60076,Tasty Blue,345200,1
60084,Stock Car Extreme,273840,1
60087,Tokyo School Life,320760,1
60090,TerraTech,285920,1
60117,Goats on a Bridge,335840,1
60120,Survivalist,340050,1
60132,eden*,315810,1
60134,The Interview,348380,0
60135,The Interview,348380,1
60138,Castle In The Darkness,262960,1
60142,VEGAS Movie Studio 13 Platinum - Steam Powered,330070,1
60143,Cities XXL,313010,0
60146,Particula,343360,1
60149,CAFE 0 ~The Drowned Mermaid~,335660,0
60152,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,282900,1
60212,Life is Strange - Episode 1,319630,1
60303,Life is Strange - Episode 1,319630,0
60522,Forward to the Sky,333250,1
60527,Transformice,335240,1
60529,Transformice,335240,0
60605,Stardust Vanguards,341530,1
60607,Besiege,346010,1
60668,Besiege,346010,0
60793,Gear Up,214420,1
60794,Gear Up,214420,0
60874,Heroes® of Might &amp; Magic® III - HD Edition,297000,0
60880,The Old Tree,346250,1
60904,Fahrenheit: Indigo Prophecy Remastered,312840,1
60906,Dying Light,239140,1
60976,Dying Light,239140,0
61052,8BitMMO,250420,1
61057,8BitMMO,250420,0
61160,Grim Fandango Remastered,316790,1
61165,Phantom Breaker: Battle Grounds,329490,1
61168,CaesarIA,327640,1
61170,CaesarIA,327640,0
61184,Survivor Squad,258050,1
61187,Saints Row: Gat out of Hell,301910,1
61188,Saints Row: Gat out of Hell,301910,0
61198,Echoes+,338000,1
61216,Disillusions Manga Horror,343270,0
61218,Double Dragon Trilogy,314150,1
61219,Retention,339470,0
61225,Magic Barrage - Bitferno,335150,0
61226,"War, the Game",322900,1
61228,Alphadia Genesis,323450,1
61231,Warhammer Quest,326670,0
61233,Sky Gamblers: Storm Raiders,304910,1
61236,GRAV,332500,1
61238,GRAV,332500,0
61266,Spartans Vs Zombies Defense,340460,1
61271,Rooster Teeth vs. Zombiens,336100,1
61275,The Repopulation,322300,0
61279,Outcast 1.1,336610,1
61282,Microsoft Flight Simulator X: Steam Edition,314160,1
61292,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,222420,0
61293,The Talos Principle,257510,1
61329,Xeodrifter™,319140,1
61331,Brick-Force,335330,0
61345,Brick-Force,335330,1
61361,The Original Strife: Veteran Edition,317040,1
61363,Nanofights,335890,0
61364,LARA CROFT AND THE TEMPLE OF OSIRIS™,289690,1
61366,School of Dragons,332070,1
61368,School of Dragons,332070,0
61398,StarMade,244770,0
61399,StarMade,244770,1
61447,Dead State: Reanimated,239840,1
61456,Deadnaut,337040,1
61459,Thief Town,331220,1
61461,CubeZ,314300,0
